id_region,nombre_region,casos_totales,casos_nuevos,casos_nuevos_sintomas,casos_nuevos_nosintomas,fallecidos_totales,fallecidos_nuevos,recuperados_totales,recuperados_nuevos
15,Arica y Parinacota,307,10,4,6,4,0,0,0
1,Tarapacá,212,12,11,1,1,0,0,0
2,Antofagasta,679,90,80,10,7,0,0,0
3,Atacama,59,16,13,3,0,0,0,0
4,Coquimbo,78,1,1,0,0,0,0,0
0,Valparaíso,614,46,42,4,13,1,0,0
13,Metropolitana,11661,1145,998,147,122,8,0,0
6,O’Higgins,120,11,10,1,3,2,0,0
7,Maule,396,2,2,0,13,0,0,0
16,Ñuble,776,8,4,4,16,2,0,0
8,Biobío,751,22,19,3,7,0,0,0
9,Araucanía,1314,19,19,0,36,0,0,0
14,Los Ríos,196,7,7,0,4,0,0,0
10,Los Lagos,513,12,11,1,10,0,0,0
11,Aysén,7,0,0,0,0,0,0,0
12,Magallanes,752,26,25,1,11,0,0,0
