id_region,nombre_region,casos_totales,casos_nuevos,casos_nuevos_sintomas,casos_nuevos_nosintomas,fallecidos_totales,fallecidos_nuevos,recuperados_totales,recuperados_nuevos
15,Arica y Parinacota,351,0,0,0,7,0,0,0
1,Tarapacá,578,31,23,8,1,0,0,0
2,Antofagasta,1109,95,89,6,10,0,0,0
3,Atacama,134,1,1,0,0,0,0,0
4,Coquimbo,148,8,4,4,1,0,0,0
5,Valparaíso,1029,59,54,5,23,2,0,0
13,Metropolitana,22709,1392,1260,132,178,6,0,0
6,O’Higgins,224,8,7,1,4,0,0,0
7,Maule,466,12,8,4,14,0,0,0
16,Ñuble,826,12,12,0,19,1,0,0
8,Biobío,942,10,0,10,9,1,0,0
9,Araucanía,1482,16,14,2,39,1,0,0
14,Los Ríos,211,3,3,0,5,0,0,0
10,Los Lagos,594,2,2,0,11,1,0,0
11,Aysén,8,0,0,0,0,0,0,0
12,Magallanes,910,9,2,7,14,0,0,0
