id_region,nombre_region,casos_totales,casos_nuevos,casos_nuevos_sintomas,casos_nuevos_nosintomas,fallecidos_totales,fallecidos_nuevos,recuperados_totales,recuperados_nuevos
15,Arica y Parinacota,272,4,4,0,4,1,0,0
1,Tarapacá,183,14,14,0,1,0,0,0
2,Antofagasta,514,33,33,0,4,0,0,0
3,Atacama,42,7,7,0,0,0,0,0
4,Coquimbo,76,2,2,0,0,0,0,0
5,Valparaiso,526,33,33,0,12,2,0,0
13,Metropolitana,8639,339,339,250*,104,4,0,0
6,O’Higgins,104,7,7,0,1,0,0,0
7,Maule,392,8,8,0,13,1,0,0
16,Ñuble,761,14,14,0,14,0,0,0
8,Biobío,719,10,10,0,7,0,0,0
9,Araucanía,1273,22,22,0,32,0,0,0
14,Los Ríos,182,2,2,0,4,0,0,0
10,Los Lagos,481,4,4,0,9,0,0,0
11,Aysén,7,0,0,0,0,0,0,0
12,Magallanes,714,21,21,0,11,1,0,0
