id_region,nombre_region,casos_totales,casos_nuevos,casos_nuevos_sintomas,casos_nuevos_nosintomas,fallecidos_totales,fallecidos_nuevos,recuperados_totales,recuperados_nuevos
15,Arica y Parinacota,636,17,13,4,8,1,0,0
1,Tarapacá,2526,165,152,13,22,1,0,0
2,Antofagasta,2585,75,67,8,32,1,0,0
3,Atacama,232,14,8,6,0,0,0,0
4,Coquimbo,668,40,33,7,2,0,0,0
5,Valparaíso,3348,181,166,15,70,4,0,0
13,Metropolitana,85239,4735,4436,299,824,49,0,0
6,O’Higgins,813,28,23,5,18,0,0,0
7,Maule,1341,44,37,7,17,2,0,0
16,Ñuble,1290,33,32,1,23,0,0,0
8,Biobío,2070,91,75,16,11,0,0,0
9,Araucanía,2111,40,34,6,47,0,0,0
14,Los Ríos,363,7,5,2,7,1,0,0
10,Los Lagos,863,0,0,0,13,0,0,0
11,Aysén,17,0,0,0,0,0,0,0
12,Magallanes,1056,1,1,0,19,0,0,0
