id_region,nombre_region,casos_totales,casos_nuevos,casos_nuevos_sintomas,casos_nuevos_nosintomas,fallecidos_totales,fallecidos_nuevos,recuperados_totales,recuperados_nuevos
15,Arica y Parinacota,279,7,2,5,4,0,0,0
1,Tarapacá,198,15,15,0,1,0,0,0
2,Antofagasta,546,32,27,5,5,1,0,0
3,Atacama,43,1,1,0,0,0,0,0
4,Coquimbo,76,0,0,0,0,0,0,0
0,Valparaíso,559,33,28,5,12,0,0,0
13,Metropolitana,9625,986,650,86,110,6,0,0
6,O’Higgins,108,4,3,1,1,0,0,0
7,Maule,393,1,0,1,13,0,0,0
16,Ñuble,768,7,7,0,14,0,0,0
8,Biobío,727,8,6,2,7,0,0,0
9,Araucanía,1293,20,18,2,35,3,0,0
14,Los Ríos,189,7,7,0,4,0,0,0
10,Los Lagos,487,6,5,1,10,1,0,0
11,Aysén,7,0,0,0,0,0,0,0
12,Magallanes,725,11,11,0,11,0,0,0
