id_region,nombre_region,id_comuna,nombre_comuna,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01
5,Valparaiso,5402,Cabildo,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0
5,Valparaiso,5403,Papudo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0
5,Valparaiso,5404,Petorca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0
5,Valparaiso,5405,Zapallar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Valparaiso,5501,Quillota,5.0,5.0,6.0,4.0,2.0,2.0,3.0,4.0,5.0,6.0,11.0,18.0,17.0,11.0,7.0,15.0
5,Valparaiso,5502,Calera,1.0,3.0,5.0,6.0,9.0,9.0,3.0,2.0,0.0,3.0,5.0,6.0,13.0,12.0,12.0,16.0
5,Valparaiso,5503,Hijuelas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,10.0,10.0
5,Valparaiso,5504,La Cruz,3.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,6.0,8.0,8.0,6.0,5.0,2.0,3.0,2.0
5,Valparaiso,5506,Nogales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,6.0,4.0,4.0
5,Valparaiso,5601,San Antonio,10.0,8.0,17.0,16.0,20.0,20.0,27.0,34.0,57.0,48.0,59.0,69.0,84.0,60.0,82.0,74.0
5,Valparaiso,5602,Algarrobo,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,13.0,7.0,5.0,8.0
5,Valparaiso,5603,Cartagena,2.0,2.0,0.0,0.0,4.0,4.0,6.0,4.0,6.0,5.0,8.0,5.0,6.0,8.0,9.0,10.0
5,Valparaiso,5604,El Quisco,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,5.0,7.0,9.0,9.0,7.0,7.0,13.0,12.0
5,Valparaiso,5605,El Tabo,0.0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,10.0,7.0,8.0,5.0,6.0,9.0
5,Valparaiso,5606,Santo Domingo,2.0,6.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,7.0,6.0,8.0,5.0,0.0,2.0
5,Valparaiso,5701,San Felipe,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,18.0,23.0,52.0,49.0,52.0,40.0
5,Valparaiso,5702,Catemu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0
