ORDEN,REGION,nombre_region,id_region,PROVINCIA,nombre_provincia,id_provincia,COMUNA,id_comuna,edad_rango,hombres,mujeres,total_poblacion,nombre_comuna
4134,MAULE,Maule,7,CURICÓ,Curicó,73,SAGRADA FAMILIA,7307,95 a 99,6,2,8,Sagrada Familia
4135,MAULE,Maule,7,CURICÓ,Curicó,73,SAGRADA FAMILIA,7307,100 o más,2,0,2,Sagrada Familia
4136,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,Total Comunal,14764,14157,"28,921",Teno
4137,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,0 a 4,928,863,"1,791",Teno
4138,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,5 a 9,1017,958,"1,975",Teno
4139,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,10 a 14,1022,889,"1,911",Teno
4140,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,15 a 19,984,949,"1,933",Teno
4141,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,20 a 24,1025,1019,"2,044",Teno
4142,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,25 a 29,1141,1062,"2,203",Teno
4143,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,30 a 34,973,953,"1,926",Teno
4144,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,35 a 39,911,920,"1,831",Teno
4145,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,40 a 44,954,944,"1,898",Teno
4146,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,45 a 49,1065,1050,"2,115",Teno
4147,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,50 a 54,1205,1120,"2,325",Teno
4148,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,55 a 59,996,918,"1,914",Teno
4149,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,60 a 64,787,749,"1,536",Teno
4150,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,65 a 69,620,566,"1,186",Teno
4151,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,70 a 74,470,444,914,Teno
4152,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,75 a 79,318,337,655,Teno
4153,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,80 a 84,209,215,424,Teno
4154,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,85 a 89,96,131,227,Teno
4155,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,90 a 94,31,54,85,Teno
4156,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,95 a 99,8,15,23,Teno
4157,MAULE,Maule,7,CURICÓ,Curicó,73,TENO,7308,100 o más,4,1,5,Teno
4158,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,Total Comunal,2217,2105,"4,322",Vichuquén
4159,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,0 a 4,108,103,211,Vichuquén
4160,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,5 a 9,127,148,275,Vichuquén
4161,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,10 a 14,126,131,257,Vichuquén
4162,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,15 a 19,107,98,205,Vichuquén
4163,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,20 a 24,104,88,192,Vichuquén
4164,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,25 a 29,144,150,294,Vichuquén
4165,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,30 a 34,123,123,246,Vichuquén
4166,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,35 a 39,136,114,250,Vichuquén
4167,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,40 a 44,175,143,318,Vichuquén
4168,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,45 a 49,186,172,358,Vichuquén
4169,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,50 a 54,186,188,374,Vichuquén
4170,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,55 a 59,152,155,307,Vichuquén
4171,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,60 a 64,158,142,300,Vichuquén
4172,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,65 a 69,133,92,225,Vichuquén
4173,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,70 a 74,97,109,206,Vichuquén
4174,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,75 a 79,77,55,132,Vichuquén
4175,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,80 a 84,47,49,96,Vichuquén
4176,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,85 a 89,29,31,60,Vichuquén
4177,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,90 a 94,1,11,12,Vichuquén
4178,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,95 a 99,1,2,3,Vichuquén
4179,MAULE,Maule,7,CURICÓ,Curicó,73,VICHUQUÉN,7309,100 o más,0,1,1,Vichuquén
4180,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,Total Comunal,44671,48931,"93,602",Linares
4181,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,0 a 4,3216,3152,"6,368",Linares
4182,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,5 a 9,3522,3309,"6,831",Linares
4183,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,10 a 14,3238,3103,"6,341",Linares
4184,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,15 a 19,3415,3206,"6,621",Linares
4185,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,20 a 24,2964,2984,"5,948",Linares
4186,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,25 a 29,3258,3621,"6,879",Linares
4187,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,30 a 34,3019,3345,"6,364",Linares
4188,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,35 a 39,2945,3407,"6,352",Linares
4189,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,40 a 44,2920,3284,"6,204",Linares
4190,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,45 a 49,2857,3342,"6,199",Linares
4191,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,50 a 54,3251,3632,"6,883",Linares
4192,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,55 a 59,2723,3246,"5,969",Linares
4193,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,60 a 64,2254,2670,"4,924",Linares
4194,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,65 a 69,1802,2088,"3,890",Linares
4195,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,70 a 74,1327,1633,"2,960",Linares
4196,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,75 a 79,918,1244,"2,162",Linares
4197,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,80 a 84,582,821,"1,403",Linares
4198,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,85 a 89,319,530,849,Linares
4199,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,90 a 94,105,233,338,Linares
4200,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,95 a 99,23,71,94,Linares
4201,MAULE,Maule,7,LINARES,Linares,74,LINARES,7401,100 o más,13,10,23,Linares
4202,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,Total Comunal,10205,10560,"20,765",Colbún
4203,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,0 a 4,717,658,"1,375",Colbún
4204,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,5 a 9,781,731,"1,512",Colbún
4205,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,10 a 14,724,750,"1,474",Colbún
4206,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,15 a 19,711,713,"1,424",Colbún
4207,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,20 a 24,684,724,"1,408",Colbún
4208,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,25 a 29,757,780,"1,537",Colbún
4209,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,30 a 34,621,734,"1,355",Colbún
4210,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,35 a 39,625,675,"1,300",Colbún
4211,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,40 a 44,628,718,"1,346",Colbún
4212,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,45 a 49,615,731,"1,346",Colbún
4213,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,50 a 54,730,705,"1,435",Colbún
4214,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,55 a 59,655,664,"1,319",Colbún
4215,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,60 a 64,554,595,"1,149",Colbún
4216,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,65 a 69,518,463,981,Colbún
4217,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,70 a 74,378,362,740,Colbún
4218,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,75 a 79,247,245,492,Colbún
4219,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,80 a 84,142,144,286,Colbún
4220,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,85 a 89,77,113,190,Colbún
4221,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,90 a 94,33,39,72,Colbún
4222,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,95 a 99,6,11,17,Colbún
4223,MAULE,Maule,7,LINARES,Linares,74,COLBÚN,7402,100 o más,2,5,7,Colbún
4224,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,Total Comunal,15482,15052,"30,534",Longaví
4225,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,0 a 4,1015,998,"2,013",Longaví
4226,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,5 a 9,994,986,"1,980",Longaví
4227,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,10 a 14,1075,983,"2,058",Longaví
4228,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,15 a 19,991,921,"1,912",Longaví
4229,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,20 a 24,978,974,"1,952",Longaví
4230,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,25 a 29,1053,1172,"2,225",Longaví
4231,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,30 a 34,973,974,"1,947",Longaví
4232,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,35 a 39,966,1022,"1,988",Longaví
4233,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,40 a 44,1047,1058,"2,105",Longaví
4234,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,45 a 49,1114,1089,"2,203",Longaví
4235,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,50 a 54,1232,1186,"2,418",Longaví
4236,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,55 a 59,1123,978,"2,101",Longaví
4237,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,60 a 64,878,783,"1,661",Longaví
4238,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,65 a 69,709,658,"1,367",Longaví
4239,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,70 a 74,591,526,"1,117",Longaví
4240,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,75 a 79,363,326,689,Longaví
4241,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,80 a 84,197,205,402,Longaví
4242,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,85 a 89,123,127,250,Longaví
4243,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,90 a 94,42,65,107,Longaví
4244,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,95 a 99,13,18,31,Longaví
4245,MAULE,Maule,7,LINARES,Linares,74,LONGAVÍ,7403,100 o más,5,3,8,Longaví
4246,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,Total Comunal,20165,21472,"41,637",Parral
4247,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,0 a 4,1417,1464,"2,881",Parral
4248,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,5 a 9,1569,1456,"3,025",Parral
4249,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,10 a 14,1490,1379,"2,869",Parral
4250,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,15 a 19,1315,1339,"2,654",Parral
4251,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,20 a 24,1119,1251,"2,370",Parral
4252,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,25 a 29,1392,1563,"2,955",Parral
4253,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,30 a 34,1254,1404,"2,658",Parral
4254,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,35 a 39,1214,1390,"2,604",Parral
4255,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,40 a 44,1382,1456,"2,838",Parral
4256,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,45 a 49,1409,1577,"2,986",Parral
4257,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,50 a 54,1505,1542,"3,047",Parral
4258,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,55 a 59,1296,1356,"2,652",Parral
4259,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,60 a 64,1133,1167,"2,300",Parral
4260,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,65 a 69,915,878,"1,793",Parral
4261,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,70 a 74,732,785,"1,517",Parral
4262,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,75 a 79,496,653,"1,149",Parral
4263,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,80 a 84,305,410,715,Parral
4264,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,85 a 89,145,265,410,Parral
4265,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,90 a 94,65,96,161,Parral
4266,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,95 a 99,9,33,42,Parral
4267,MAULE,Maule,7,LINARES,Linares,74,PARRAL,7404,100 o más,3,8,11,Parral
4268,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,Total Comunal,10054,9920,"19,974",Retiro
4269,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,0 a 4,658,649,"1,307",Retiro
4270,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,5 a 9,701,657,"1,358",Retiro
4271,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,10 a 14,670,643,"1,313",Retiro
4272,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,15 a 19,666,578,"1,244",Retiro
4273,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,20 a 24,554,616,"1,170",Retiro
4274,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,25 a 29,607,690,"1,297",Retiro
4275,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,30 a 34,582,604,"1,186",Retiro
4276,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,35 a 39,545,622,"1,167",Retiro
4277,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,40 a 44,692,718,"1,410",Retiro
4278,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,45 a 49,772,765,"1,537",Retiro
4279,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,50 a 54,860,783,"1,643",Retiro
4280,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,55 a 59,748,691,"1,439",Retiro
4281,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,60 a 64,590,552,"1,142",Retiro
4282,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,65 a 69,511,431,942,Retiro
4283,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,70 a 74,379,348,727,Retiro
4284,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,75 a 79,256,246,502,Retiro
4285,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,80 a 84,142,163,305,Retiro
4286,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,85 a 89,79,101,180,Retiro
4287,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,90 a 94,30,49,79,Retiro
4288,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,95 a 99,9,10,19,Retiro
4289,MAULE,Maule,7,LINARES,Linares,74,RETIRO,7405,100 o más,3,4,7,Retiro
4290,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,Total Comunal,22002,23545,"45,547",San Javier
4291,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,0 a 4,1553,1535,"3,088",San Javier
4292,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,5 a 9,1632,1664,"3,296",San Javier
4293,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,10 a 14,1605,1542,"3,147",San Javier
4294,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,15 a 19,1696,1579,"3,275",San Javier
4295,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,20 a 24,1604,1745,"3,349",San Javier
4296,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,25 a 29,1569,1794,"3,363",San Javier
4297,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,30 a 34,1293,1509,"2,802",San Javier
4298,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,35 a 39,1263,1426,"2,689",San Javier
4299,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,40 a 44,1450,1594,"3,044",San Javier
4300,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,45 a 49,1568,1705,"3,273",San Javier
4301,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,50 a 54,1572,1604,"3,176",San Javier
4302,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,55 a 59,1312,1438,"2,750",San Javier
4303,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,60 a 64,1116,1189,"2,305",San Javier
4304,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,65 a 69,950,973,"1,923",San Javier
4305,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,70 a 74,754,819,"1,573",San Javier
4306,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,75 a 79,541,623,"1,164",San Javier
4307,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,80 a 84,277,397,674,San Javier
4308,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,85 a 89,166,250,416,San Javier
4309,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,90 a 94,61,115,176,San Javier
4310,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,95 a 99,13,38,51,San Javier
4311,MAULE,Maule,7,LINARES,Linares,74,SAN JAVIER,7406,100 o más,7,6,13,San Javier
4312,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,Total Comunal,7880,8341,"16,221",Villa Alegre
4313,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,0 a 4,536,513,"1,049",Villa Alegre
4314,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,5 a 9,538,538,"1,076",Villa Alegre
4315,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,10 a 14,543,586,"1,129",Villa Alegre
4316,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,15 a 19,538,502,"1,040",Villa Alegre
4317,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,20 a 24,505,586,"1,091",Villa Alegre
4318,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,25 a 29,500,588,"1,088",Villa Alegre
4319,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,30 a 34,472,554,"1,026",Villa Alegre
4320,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,35 a 39,457,510,967,Villa Alegre
4321,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,40 a 44,519,528,"1,047",Villa Alegre
4322,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,45 a 49,561,579,"1,140",Villa Alegre
4323,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,50 a 54,589,611,"1,200",Villa Alegre
4324,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,55 a 59,521,523,"1,044",Villa Alegre
4325,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,60 a 64,456,476,932,Villa Alegre
4326,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,65 a 69,355,394,749,Villa Alegre
4327,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,70 a 74,336,323,659,Villa Alegre
4328,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,75 a 79,223,238,461,Villa Alegre
4329,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,80 a 84,129,138,267,Villa Alegre
4330,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,85 a 89,69,101,170,Villa Alegre
4331,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,90 a 94,29,41,70,Villa Alegre
4332,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,95 a 99,4,8,12,Villa Alegre
4333,MAULE,Maule,7,LINARES,Linares,74,VILLA ALEGRE,7407,100 o más,0,4,4,Villa Alegre
4334,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,Total Comunal,9125,8956,"18,081",Yerbas Buenas
4335,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,0 a 4,625,605,"1,230",Yerbas Buenas
4336,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,5 a 9,666,615,"1,281",Yerbas Buenas
4337,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,10 a 14,644,638,"1,282",Yerbas Buenas
4338,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,15 a 19,663,578,"1,241",Yerbas Buenas
4339,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,20 a 24,567,612,"1,179",Yerbas Buenas
4340,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,25 a 29,651,626,"1,277",Yerbas Buenas
4341,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,30 a 34,552,597,"1,149",Yerbas Buenas
4342,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,35 a 39,578,604,"1,182",Yerbas Buenas
4343,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,40 a 44,594,624,"1,218",Yerbas Buenas
4344,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,45 a 49,626,684,"1,310",Yerbas Buenas
4345,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,50 a 54,713,669,"1,382",Yerbas Buenas
4346,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,55 a 59,607,536,"1,143",Yerbas Buenas
4347,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,60 a 64,490,515,"1,005",Yerbas Buenas
4348,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,65 a 69,401,365,766,Yerbas Buenas
4349,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,70 a 74,339,274,613,Yerbas Buenas
4350,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,75 a 79,201,194,395,Yerbas Buenas
4351,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,80 a 84,120,101,221,Yerbas Buenas
4352,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,85 a 89,58,74,132,Yerbas Buenas
4353,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,90 a 94,15,28,43,Yerbas Buenas
4354,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,95 a 99,10,11,21,Yerbas Buenas
4355,MAULE,Maule,7,LINARES,Linares,74,YERBAS BUENAS,7408,100 o más,5,6,11,Yerbas Buenas
4356,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,Total Comunal,107624,115950,"223,574",Concepción
4357,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,0 a 4,6020,5798,"11,818",Concepción
4358,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,5 a 9,6090,5850,"11,940",Concepción
4359,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,10 a 14,5779,5528,"11,307",Concepción
4360,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,15 a 19,8901,8545,"17,446",Concepción
4361,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,20 a 24,13109,12654,"25,763",Concepción
4362,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,25 a 29,11134,10373,"21,507",Concepción
4363,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,30 a 34,8116,7934,"16,050",Concepción
4364,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,35 a 39,6771,7105,"13,876",Concepción
4365,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,40 a 44,6379,7028,"13,407",Concepción
4366,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,45 a 49,6540,7218,"13,758",Concepción
4367,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,50 a 54,6627,7656,"14,283",Concepción
4368,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,55 a 59,5884,7332,"13,216",Concepción
4369,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,60 a 64,5105,6240,"11,345",Concepción
4370,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,65 a 69,3864,4960,"8,824",Concepción
4371,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,70 a 74,3010,4076,"7,086",Concepción
4372,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,75 a 79,1975,3097,"5,072",Concepción
4373,BIOBÍO,Biobío,8,CONCEPCIÓN,Concepción,81,CONCEPCIÓN,8101,80 a 84,1293,2139,"3,432",Concepción
