ORDEN,REGION,nombre_region,id_region,PROVINCIA,nombre_provincia,id_provincia,COMUNA,id_comuna,edad_rango,hombres,mujeres,total_poblacion,nombre_comuna
1375,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,50 a 54,2846,3316,"6,162",Quillota
1376,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,55 a 59,2671,3075,"5,746",Quillota
1377,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,60 a 64,2210,2602,"4,812",Quillota
1378,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,65 a 69,1752,2014,"3,766",Quillota
1379,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,70 a 74,1361,1668,"3,029",Quillota
1380,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,75 a 79,911,1201,"2,112",Quillota
1381,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,80 a 84,589,957,"1,546",Quillota
1382,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,85 a 89,364,651,"1,015",Quillota
1383,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,90 a 94,117,278,395,Quillota
1384,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,95 a 99,21,69,90,Quillota
1385,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,QUILLOTA,5501,100 o más,9,19,28,Quillota
1386,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,Total Comunal,24462,26092,"50,554",Calera
1387,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,0 a 4,1659,1604,"3,263",Calera
1388,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,5 a 9,1898,1782,"3,680",Calera
1389,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,10 a 14,1764,1698,"3,462",Calera
1390,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,15 a 19,1967,1850,"3,817",Calera
1391,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,20 a 24,1884,1870,"3,754",Calera
1392,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,25 a 29,1897,1944,"3,841",Calera
1393,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,30 a 34,1716,1753,"3,469",Calera
1394,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,35 a 39,1472,1604,"3,076",Calera
1395,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,40 a 44,1511,1708,"3,219",Calera
1396,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,45 a 49,1431,1610,"3,041",Calera
1397,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,50 a 54,1622,1832,"3,454",Calera
1398,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,55 a 59,1439,1705,"3,144",Calera
1399,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,60 a 64,1322,1408,"2,730",Calera
1400,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,65 a 69,933,1136,"2,069",Calera
1401,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,70 a 74,764,941,"1,705",Calera
1402,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,75 a 79,586,704,"1,290",Calera
1403,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,80 a 84,322,472,794,Calera
1404,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,85 a 89,204,322,526,Calera
1405,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,90 a 94,59,117,176,Calera
1406,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,95 a 99,7,19,26,Calera
1407,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,CALERA,5502,100 o más,5,13,18,Calera
1408,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,Total Comunal,9037,8951,"17,988",Hijuelas
1409,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,0 a 4,636,558,"1,194",Hijuelas
1410,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,5 a 9,630,671,"1,301",Hijuelas
1411,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,10 a 14,639,585,"1,224",Hijuelas
1412,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,15 a 19,680,597,"1,277",Hijuelas
1413,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,20 a 24,690,669,"1,359",Hijuelas
1414,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,25 a 29,659,686,"1,345",Hijuelas
1415,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,30 a 34,623,602,"1,225",Hijuelas
1416,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,35 a 39,557,567,"1,124",Hijuelas
1417,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,40 a 44,587,655,"1,242",Hijuelas
1418,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,45 a 49,611,568,"1,179",Hijuelas
1419,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,50 a 54,665,699,"1,364",Hijuelas
1420,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,55 a 59,587,553,"1,140",Hijuelas
1421,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,60 a 64,445,445,890,Hijuelas
1422,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,65 a 69,351,347,698,Hijuelas
1423,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,70 a 74,283,263,546,Hijuelas
1424,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,75 a 79,189,210,399,Hijuelas
1425,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,80 a 84,114,131,245,Hijuelas
1426,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,85 a 89,58,102,160,Hijuelas
1427,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,90 a 94,27,31,58,Hijuelas
1428,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,95 a 99,4,8,12,Hijuelas
1429,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,HIJUELAS,5503,100 o más,2,4,6,Hijuelas
1430,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,Total Comunal,10656,11442,"22,098",La Cruz
1431,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,0 a 4,877,854,"1,731",La Cruz
1432,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,5 a 9,908,843,"1,751",La Cruz
1433,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,10 a 14,810,764,"1,574",La Cruz
1434,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,15 a 19,796,755,"1,551",La Cruz
1435,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,20 a 24,674,723,"1,397",La Cruz
1436,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,25 a 29,850,952,"1,802",La Cruz
1437,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,30 a 34,893,1026,"1,919",La Cruz
1438,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,35 a 39,848,962,"1,810",La Cruz
1439,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,40 a 44,735,794,"1,529",La Cruz
1440,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,45 a 49,635,730,"1,365",La Cruz
1441,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,50 a 54,612,712,"1,324",La Cruz
1442,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,55 a 59,559,587,"1,146",La Cruz
1443,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,60 a 64,445,477,922,La Cruz
1444,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,65 a 69,338,376,714,La Cruz
1445,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,70 a 74,279,327,606,La Cruz
1446,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,75 a 79,186,242,428,La Cruz
1447,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,80 a 84,120,153,273,La Cruz
1448,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,85 a 89,55,114,169,La Cruz
1449,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,90 a 94,25,31,56,La Cruz
1450,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,95 a 99,9,15,24,La Cruz
1451,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,LA CRUZ,5504,100 o más,2,5,7,La Cruz
1452,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,Total Comunal,10799,11321,"22,120",Nogales
1453,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,0 a 4,783,761,"1,544",Nogales
1454,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,5 a 9,784,768,"1,552",Nogales
1455,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,10 a 14,802,756,"1,558",Nogales
1456,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,15 a 19,889,794,"1,683",Nogales
1457,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,20 a 24,804,830,"1,634",Nogales
1458,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,25 a 29,799,784,"1,583",Nogales
1459,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,30 a 34,678,704,"1,382",Nogales
1460,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,35 a 39,583,672,"1,255",Nogales
1461,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,40 a 44,640,789,"1,429",Nogales
1462,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,45 a 49,671,723,"1,394",Nogales
1463,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,50 a 54,766,836,"1,602",Nogales
1464,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,55 a 59,724,718,"1,442",Nogales
1465,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,60 a 64,560,574,"1,134",Nogales
1466,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,65 a 69,450,484,934,Nogales
1467,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,70 a 74,356,405,761,Nogales
1468,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,75 a 79,252,297,549,Nogales
1469,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,80 a 84,135,219,354,Nogales
1470,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,85 a 89,87,136,223,Nogales
1471,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,90 a 94,28,49,77,Nogales
1472,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,95 a 99,7,17,24,Nogales
1473,VALPARAÍSO,Valparaíso,5,QUILLOTA,Quillota,55,NOGALES,5506,100 o más,1,5,6,Nogales
1474,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,Total Comunal,44713,46637,"91,350",San Antonio
1475,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,0 a 4,3219,3062,"6,281",San Antonio
1476,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,5 a 9,3163,3064,"6,227",San Antonio
1477,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,10 a 14,3172,2986,"6,158",San Antonio
1478,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,15 a 19,3076,3093,"6,169",San Antonio
1479,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,20 a 24,3129,3041,"6,170",San Antonio
1480,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,25 a 29,3581,3455,"7,036",San Antonio
1481,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,30 a 34,3159,3126,"6,285",San Antonio
1482,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,35 a 39,2980,3104,"6,084",San Antonio
1483,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,40 a 44,3076,2989,"6,065",San Antonio
1484,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,45 a 49,2907,3015,"5,922",San Antonio
1485,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,50 a 54,3119,3311,"6,430",San Antonio
1486,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,55 a 59,2891,3161,"6,052",San Antonio
1487,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,60 a 64,2264,2578,"4,842",San Antonio
1488,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,65 a 69,1787,2035,"3,822",San Antonio
1489,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,70 a 74,1315,1611,"2,926",San Antonio
1490,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,75 a 79,873,1281,"2,154",San Antonio
1491,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,80 a 84,546,850,"1,396",San Antonio
1492,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,85 a 89,323,587,910,San Antonio
1493,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,90 a 94,85,229,314,San Antonio
1494,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,95 a 99,31,48,79,San Antonio
1495,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,SAN ANTONIO,5601,100 o más,17,11,28,San Antonio
1496,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,Total Comunal,6734,7083,"13,817",Algarrobo
1497,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,0 a 4,396,432,828,Algarrobo
1498,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,5 a 9,400,408,808,Algarrobo
1499,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,10 a 14,400,389,789,Algarrobo
1500,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,15 a 19,415,377,792,Algarrobo
1501,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,20 a 24,389,362,751,Algarrobo
1502,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,25 a 29,423,421,844,Algarrobo
1503,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,30 a 34,443,461,904,Algarrobo
1504,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,35 a 39,436,447,883,Algarrobo
1505,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,40 a 44,452,445,897,Algarrobo
1506,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,45 a 49,425,430,855,Algarrobo
1507,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,50 a 54,452,483,935,Algarrobo
1508,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,55 a 59,466,519,985,Algarrobo
1509,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,60 a 64,415,461,876,Algarrobo
1510,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,65 a 69,398,466,864,Algarrobo
1511,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,70 a 74,354,393,747,Algarrobo
1512,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,75 a 79,243,272,515,Algarrobo
1513,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,80 a 84,120,161,281,Algarrobo
1514,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,85 a 89,77,91,168,Algarrobo
1515,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,90 a 94,21,43,64,Algarrobo
1516,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,95 a 99,6,21,27,Algarrobo
1517,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,ALGARROBO,5602,100 o más,3,1,4,Algarrobo
1518,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,Total Comunal,11265,11473,"22,738",Cartagena
1519,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,0 a 4,757,725,"1,482",Cartagena
1520,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,5 a 9,762,786,"1,548",Cartagena
1521,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,10 a 14,803,763,"1,566",Cartagena
1522,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,15 a 19,723,701,"1,424",Cartagena
1523,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,20 a 24,693,703,"1,396",Cartagena
1524,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,25 a 29,806,770,"1,576",Cartagena
1525,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,30 a 34,735,703,"1,438",Cartagena
1526,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,35 a 39,666,661,"1,327",Cartagena
1527,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,40 a 44,651,658,"1,309",Cartagena
1528,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,45 a 49,714,700,"1,414",Cartagena
1529,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,50 a 54,771,768,"1,539",Cartagena
1530,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,55 a 59,784,785,"1,569",Cartagena
1531,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,60 a 64,658,701,"1,359",Cartagena
1532,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,65 a 69,578,648,"1,226",Cartagena
1533,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,70 a 74,461,555,"1,016",Cartagena
1534,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,75 a 79,357,381,738,Cartagena
1535,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,80 a 84,197,240,437,Cartagena
1536,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,85 a 89,119,145,264,Cartagena
1537,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,90 a 94,25,53,78,Cartagena
1538,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,95 a 99,5,21,26,Cartagena
1539,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,CARTAGENA,5603,100 o más,0,6,6,Cartagena
1540,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,Total Comunal,7826,8129,"15,955",El Quisco
1541,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,0 a 4,431,478,909,El Quisco
1542,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,5 a 9,490,484,974,El Quisco
1543,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,10 a 14,510,464,974,El Quisco
1544,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,15 a 19,466,428,894,El Quisco
1545,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,20 a 24,424,412,836,El Quisco
1546,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,25 a 29,470,482,952,El Quisco
1547,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,30 a 34,480,483,963,El Quisco
1548,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,35 a 39,485,481,966,El Quisco
1549,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,40 a 44,508,512,"1,020",El Quisco
1550,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,45 a 49,471,473,944,El Quisco
1551,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,50 a 54,544,517,"1,061",El Quisco
1552,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,55 a 59,503,576,"1,079",El Quisco
1553,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,60 a 64,489,546,"1,035",El Quisco
1554,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,65 a 69,468,530,998,El Quisco
1555,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,70 a 74,435,500,935,El Quisco
1556,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,75 a 79,310,356,666,El Quisco
1557,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,80 a 84,189,217,406,El Quisco
1558,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,85 a 89,112,125,237,El Quisco
1559,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,90 a 94,35,47,82,El Quisco
1560,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,95 a 99,4,16,20,El Quisco
1561,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL QUISCO,5604,100 o más,2,2,4,El Quisco
1562,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,Total Comunal,6682,6604,"13,286",El Tabo
1563,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,0 a 4,405,376,781,El Tabo
1564,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,5 a 9,384,391,775,El Tabo
1565,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,10 a 14,416,321,737,El Tabo
1566,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,15 a 19,361,313,674,El Tabo
1567,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,20 a 24,339,349,688,El Tabo
1568,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,25 a 29,424,392,816,El Tabo
1569,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,30 a 34,440,395,835,El Tabo
1570,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,35 a 39,397,359,756,El Tabo
1571,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,40 a 44,387,407,794,El Tabo
1572,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,45 a 49,438,384,822,El Tabo
1573,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,50 a 54,459,458,917,El Tabo
1574,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,55 a 59,489,504,993,El Tabo
1575,VALPARAÍSO,Valparaíso,5,SAN ANTONIO,San Antonio,56,EL TABO,5605,60 a 64,419,522,941,El Tabo
